"biotypes"	"length"	"gc"
"ENSG00000255798"	"protein_coding"	721	46.32
"ENSG00000183878"	"protein_coding"	3145	42.67
"ENSG00000246250"	"antisense"	987	40.91
"ENSG00000164649"	"protein_coding"	1363	47.46
"ENSG00000183873"	"protein_coding"	5810	56.13
"ENSG00000160349"	"protein_coding"	770	61.69
"ENSG00000183876"	"protein_coding"	1687	60.83
"ENSG00000124209"	"protein_coding"	4851	49.44
"ENSG00000124208"	"protein_coding"	2757	48.31
"ENSG00000167695"	"protein_coding"	1368	58.73
"ENSG00000124201"	"protein_coding"	4257	51.01
"ENSG00000124203"	"protein_coding"	9404	52.24
"ENSG00000124205"	"protein_coding"	2231	53.49
"ENSG00000124207"	"protein_coding"	2458	38.86
"ENSG00000199788"	"misc_RNA"	102	44.12
"ENSG00000199789"	"snRNA"	107	42.06
"ENSG00000161960"	"protein_coding"	815	51.56
"ENSG00000199780"	"misc_RNA"	113	36.28
"ENSG00000199781"	"misc_RNA"	99	36.36
"ENSG00000199782"	"snoRNA"	82	43.90
"ENSG00000199783"	"snoRNA"	68	44.12
"ENSG00000199784"	"snRNA"	107	37.38
"ENSG00000199785"	"snoRNA"	134	60.45
"ENSG00000199786"	"rRNA"	129	50.39
"ENSG00000199787"	"snoRNA"	135	54.81
"ENSG00000255240"	"processed_transcript"	1425	45.40
"ENSG00000255241"	"antisense"	252	38.49
"ENSG00000255242"	"processed_transcript"	2428	58.61
"ENSG00000255243"	"processed_transcript"	510	45.49
"ENSG00000255244"	"antisense"	707	45.26
"ENSG00000246705"	"protein_coding"	2519	48.30
"ENSG00000255246"	"lincRNA"	740	43.11
"ENSG00000255247"	"protein_coding"	559	59.21
"ENSG00000255248"	"processed_transcript"	1422	42.35
"ENSG00000006210"	"protein_coding"	3248	60.24
"ENSG00000176422"	"protein_coding"	2101	50.83
"ENSG00000221657"	"miRNA"	87	34.48
"ENSG00000265847"	"miRNA"	78	50.00
"ENSG00000223917"	"pseudogene"	744	41.53
"ENSG00000015133"	"protein_coding"	1612	54.68
"ENSG00000207382"	"misc_RNA"	105	39.05
"ENSG00000237879"	"lincRNA"	906	57.17
"ENSG00000198258"	"protein_coding"	519	53.37
"ENSG00000237873"	"pseudogene"	453	32.67
"ENSG00000237872"	"pseudogene"	816	60.54
"ENSG00000237870"	"lincRNA"	904	40.18
"ENSG00000198251"	"protein_coding"	660	53.94
"ENSG00000237876"	"pseudogene"	922	52.71
"ENSG00000237875"	"pseudogene"	59	42.37
"ENSG00000237874"	"lincRNA"	351	37.32
"ENSG00000002822"	"protein_coding"	948	62.24
"ENSG00000199127"	"miRNA"	73	49.32
"ENSG00000199121"	"miRNA"	77	55.84
"ENSG00000199122"	"miRNA"	99	43.43
"ENSG00000176387"	"protein_coding"	913	62.26
"ENSG00000176386"	"protein_coding"	787	45.46
"ENSG00000230478"	"pseudogene"	108	50.93
"ENSG00000230479"	"antisense"	893	50.62
"ENSG00000176383"	"protein_coding"	1498	57.77
"ENSG00000176381"	"protein_coding"	1642	70.01
"ENSG00000230472"	"lincRNA"	504	38.81
"ENSG00000230473"	"processed_transcript"	416	46.63
"ENSG00000230470"	"sense_intronic"	423	38.77
"ENSG00000230471"	"lincRNA"	1730	40.58
"ENSG00000230476"	"pseudogene"	1491	41.11
"ENSG00000230477"	"pseudogene"	489	64.01
"ENSG00000230474"	"pseudogene"	349	46.70
"ENSG00000083622"	"antisense"	376	43.09
"ENSG00000243911"	"misc_RNA"	236	52.97
"ENSG00000243910"	"pseudogene"	1248	56.74
"ENSG00000243916"	"pseudogene"	875	56.11
"ENSG00000243915"	"pseudogene"	2267	40.54
"ENSG00000243914"	"pseudogene"	878	43.96
"ENSG00000243918"	"pseudogene"	1826	49.01
"ENSG00000158417"	"protein_coding"	2071	40.80
"ENSG00000167528"	"protein_coding"	1582	51.32
"ENSG00000215837"	"pseudogene"	1718	54.22
"ENSG00000167525"	"protein_coding"	1142	57.99
"ENSG00000132361"	"protein_coding"	1848	63.05
"ENSG00000163866"	"protein_coding"	1711	52.70
"ENSG00000167526"	"protein_coding"	1061	60.04
"ENSG00000167523"	"protein_coding"	1476	58.07
"ENSG00000167522"	"protein_coding"	2467	58.67
"ENSG00000216444"	"pseudogene"	596	48.99
"ENSG00000241511"	"pseudogene"	396	44.95
"ENSG00000102908"	"protein_coding"	7152	41.00
"ENSG00000226570"	"pseudogene"	789	52.72
"ENSG00000180770"	"pseudogene"	968	48.76
"ENSG00000226571"	"antisense"	665	44.12
"ENSG00000200198"	"misc_RNA"	315	49.84
"ENSG00000264662"	"pseudogene"	379	35.62
"ENSG00000221701"	"miRNA"	148	27.03
"ENSG00000237299"	"pseudogene"	568	48.06
"ENSG00000237298"	"lincRNA"	1299	45.23
"ENSG00000237297"	"pseudogene"	747	55.02
"ENSG00000237296"	"pseudogene"	2006	44.47
"ENSG00000226013"	"pseudogene"	192	58.33
"ENSG00000237294"	"pseudogene"	1513	48.38
"ENSG00000177380"	"protein_coding"	3476	63.51
"ENSG00000237292"	"lincRNA"	541	52.63
"ENSG00000237291"	"lincRNA"	848	53.89
"ENSG00000237290"	"lincRNA"	2283	51.73
"ENSG00000206936"	"snRNA"	138	44.20
"ENSG00000206937"	"snoRNA"	135	49.63
"ENSG00000206935"	"snRNA"	107	38.32
"ENSG00000206932"	"snRNA"	107	45.79
"ENSG00000226576"	"antisense"	474	54.64
"ENSG00000206931"	"snRNA"	107	37.38
"ENSG00000264666"	"antisense"	425	62.35
"ENSG00000226577"	"pseudogene"	1055	53.74
"ENSG00000206938"	"snRNA"	141	44.68
"ENSG00000206939"	"snRNA"	103	36.89
"ENSG00000226012"	"lincRNA"	287	49.13
"ENSG00000200442"	"snoRNA"	72	38.89
"ENSG00000200443"	"snRNA"	105	37.14
"ENSG00000200444"	"snRNA"	91	35.16
"ENSG00000238078"	"lincRNA"	962	45.43
"ENSG00000200446"	"snRNA"	107	40.19
"ENSG00000132912"	"protein_coding"	1167	46.05
"ENSG00000132911"	"protein_coding"	1258	43.28
"ENSG00000132915"	"protein_coding"	4512	46.47
"ENSG00000237129"	"pseudogene"	670	39.10
"ENSG00000237128"	"lincRNA"	273	44.32
"ENSG00000177034"	"protein_coding"	2578	39.89
"ENSG00000164211"	"protein_coding"	1414	40.58
"ENSG00000177030"	"protein_coding"	899	59.61
"ENSG00000237121"	"pseudogene"	2180	50.28
"ENSG00000237122"	"pseudogene"	1395	62.15
"ENSG00000237125"	"antisense"	1335	46.09
"ENSG00000237124"	"pseudogene"	648	39.04
"ENSG00000237127"	"pseudogene"	253	55.34
"ENSG00000237126"	"antisense"	564	51.87
"ENSG00000133065"	"protein_coding"	2959	52.17
"ENSG00000133067"	"protein_coding"	1938	58.74
"ENSG00000141200"	"protein_coding"	2335	51.43
"ENSG00000133063"	"protein_coding"	1621	55.60
"ENSG00000144935"	"protein_coding"	2114	42.12
"ENSG00000133069"	"protein_coding"	2441	59.88
"ENSG00000223774"	"antisense"	547	56.38
"ENSG00000223777"	"pseudogene"	434	50.92
"ENSG00000223776"	"antisense"	1435	60.80
"ENSG00000223770"	"antisense"	1795	37.14
"ENSG00000223773"	"pseudogene"	1601	49.56
"ENSG00000223772"	"pseudogene"	720	49.03
"ENSG00000236456"	"pseudogene"	585	39.32
"ENSG00000187080"	"protein_coding"	1107	43.27
"ENSG00000236455"	"antisense"	1405	43.13
"ENSG00000147912"	"protein_coding"	1893	54.63
"ENSG00000236453"	"lincRNA"	691	40.68
"ENSG00000236450"	"pseudogene"	307	46.58
"ENSG00000236451"	"lincRNA"	2062	39.67
"ENSG00000127884"	"protein_coding"	1617	60.30
"ENSG00000099769"	"protein_coding"	1660	68.31
"ENSG00000232519"	"antisense"	448	45.54
"ENSG00000232518"	"antisense"	552	49.64
"ENSG00000251676"	"lincRNA"	524	38.00
"ENSG00000174600"	"protein_coding"	2949	50.91
"ENSG00000232512"	"lincRNA"	630	42.99
"ENSG00000232511"	"pseudogene"	928	44.72
"ENSG00000232517"	"pseudogene"	6996	42.95
"ENSG00000174606"	"protein_coding"	1948	40.52
"ENSG00000232514"	"pseudogene"	474	44.30
"ENSG00000235910"	"antisense"	563	53.11
"ENSG00000249079"	"pseudogene"	374	33.42
"ENSG00000249072"	"pseudogene"	177	36.16
"ENSG00000249073"	"lincRNA"	683	52.56
"ENSG00000249071"	"antisense"	552	44.57
"ENSG00000249076"	"processed_transcript"	675	57.63
"ENSG00000175911"	"protein_coding"	1798	62.74
"ENSG00000249074"	"pseudogene"	295	52.54
"ENSG00000236988"	"pseudogene"	1579	38.89
"ENSG00000236989"	"lincRNA"	747	47.49
"ENSG00000236980"	"protein_coding"	530	57.69
"ENSG00000113211"	"protein_coding"	2815	52.08
"ENSG00000113212"	"protein_coding"	3715	47.59
"ENSG00000236983"	"lincRNA"	645	60.00
"ENSG00000236984"	"pseudogene"	758	59.37
"ENSG00000236985"	"lincRNA"	833	44.90
"ENSG00000236986"	"antisense"	439	39.42
"ENSG00000236987"	"pseudogene"	346	41.91
"ENSG00000145451"	"protein_coding"	3222	35.10
"ENSG00000201719"	"snoRNA"	89	38.20
"ENSG00000085719"	"protein_coding"	1419	43.27
"ENSG00000201715"	"misc_RNA"	340	48.53
"ENSG00000201713"	"rRNA"	120	44.17
"ENSG00000227023"	"pseudogene"	924	45.02
"ENSG00000201711"	"snRNA"	107	40.19
"ENSG00000201710"	"snoRNA"	75	36.00
"ENSG00000227040"	"pseudogene"	589	40.35
"ENSG00000026508"	"protein_coding"	1123	47.73
"ENSG00000238569"	"snoRNA"	82	47.56
"ENSG00000116793"	"protein_coding"	2097	44.98
"ENSG00000257845"	"lincRNA"	497	35.21
"ENSG00000116791"	"protein_coding"	1647	39.89
"ENSG00000221112"	"miRNA"	119	36.97
"ENSG00000250039"	"antisense"	1893	45.80
"ENSG00000224204"	"antisense"	1906	42.55
"ENSG00000224205"	"pseudogene"	315	60.32
"ENSG00000224207"	"pseudogene"	256	54.39
"ENSG00000235189"	"antisense"	526	46.96
"ENSG00000224201"	"protein_coding"	1857	65.89
"ENSG00000264628"	"misc_RNA"	282	48.94
"ENSG00000224203"	"pseudogene"	394	46.70
"ENSG00000235185"	"antisense"	207	52.66
"ENSG00000264627"	"misc_RNA"	297	52.86
"ENSG00000264624"	"miRNA"	87	73.56
"ENSG00000235186"	"pseudogene"	318	49.37
"ENSG00000235181"	"pseudogene"	287	64.81
"ENSG00000235180"	"lincRNA"	1168	41.78
"ENSG00000235183"	"pseudogene"	327	46.79
"ENSG00000235182"	"pseudogene"	147	37.41
"ENSG00000243359"	"misc_RNA"	291	49.83
"ENSG00000229281"	"pseudogene"	1084	52.68
"ENSG00000256568"	"lincRNA"	618	42.56
"ENSG00000229280"	"pseudogene"	372	56.99
"ENSG00000230272"	"antisense"	579	46.29
"ENSG00000215089"	"pseudogene"	1283	57.76
"ENSG00000130749"	"protein_coding"	6114	60.39
"ENSG00000130748"	"protein_coding"	654	72.32
"ENSG00000210156"	"Mt_tRNA"	70	32.86
"ENSG00000130741"	"protein_coding"	1112	42.82
"ENSG00000173302"	"protein_coding"	1267	57.46
"ENSG00000233216"	"pseudogene"	322	52.17
"ENSG00000229289"	"lincRNA"	469	46.70
"ENSG00000260470"	"lincRNA"	2157	54.38
"ENSG00000243353"	"pseudogene"	171	47.95
"ENSG00000248853"	"pseudogene"	666	49.25
"ENSG00000251183"	"lincRNA"	537	45.81
"ENSG00000143110"	"protein_coding"	1443	44.49
"ENSG00000243352"	"misc_RNA"	281	56.94
"ENSG00000144320"	"protein_coding"	1362	41.63
"ENSG00000134242"	"protein_coding"	2042	38.24
"ENSG00000248854"	"pseudogene"	1225	46.37
"ENSG00000215086"	"pseudogene"	894	41.05
"ENSG00000248859"	"lincRNA"	491	71.08
"ENSG00000143119"	"protein_coding"	815	45.80
"ENSG00000134248"	"protein_coding"	1023	47.40
"ENSG00000134249"	"protein_coding"	2963	43.81
"ENSG00000234583"	"pseudogene"	509	63.26
"ENSG00000234580"	"lincRNA"	732	44.95
"ENSG00000234586"	"pseudogene"	1194	36.18
"ENSG00000234587"	"pseudogene"	384	43.75
"ENSG00000234584"	"lincRNA"	545	38.53
"ENSG00000234585"	"pseudogene"	2441	41.90
"ENSG00000254355"	"IG_V_pseudogene"	345	55.94
"ENSG00000234588"	"pseudogene"	393	41.98
"ENSG00000234589"	"pseudogene"	614	59.80
"ENSG00000184682"	"protein_coding"	1710	68.19
"ENSG00000230803"	"lincRNA"	322	54.66
"ENSG00000251363"	"lincRNA"	696	35.20
"ENSG00000230801"	"pseudogene"	247	41.70
"ENSG00000110700"	"protein_coding"	598	47.02
"ENSG00000230807"	"pseudogene"	371	52.29
"ENSG00000230806"	"lincRNA"	1456	50.98
"ENSG00000230805"	"lincRNA"	502	57.22
"ENSG00000230804"	"pseudogene"	628	60.67
"ENSG00000229988"	"pseudogene"	447	47.46
"ENSG00000230809"	"pseudogene"	751	41.81
"ENSG00000227896"	"antisense"	643	63.61
"ENSG00000072518"	"protein_coding"	2624	57.16
"ENSG00000161929"	"protein_coding"	1570	49.60
"ENSG00000181126"	"pseudogene"	1959	55.66
"ENSG00000181123"	"processed_transcript"	502	54.18
"ENSG00000227890"	"pseudogene"	675	44.74
"ENSG00000069764"	"protein_coding"	792	60.08
"ENSG00000266269"	"miRNA"	101	57.43
"ENSG00000189350"	"protein_coding"	2349	55.83
"ENSG00000262708"	"pseudogene"	594	48.32
"ENSG00000251365"	"lincRNA"	596	53.02
"ENSG00000248896"	"lincRNA"	536	49.01
"ENSG00000262703"	"antisense"	1095	53.24
"ENSG00000262700"	"pseudogene"	1869	41.14
"ENSG00000266264"	"miRNA"	89	55.06
"ENSG00000103429"	"protein_coding"	1121	48.12
"ENSG00000103426"	"protein_coding"	2590	63.54
"ENSG00000103423"	"protein_coding"	1296	53.04
"ENSG00000260635"	"antisense"	423	43.97
"ENSG00000260634"	"lincRNA"	1472	54.62
"ENSG00000260637"	"lincRNA"	555	71.71
"ENSG00000178809"	"protein_coding"	1554	60.70
"ENSG00000260631"	"pseudogene"	1255	47.41
"ENSG00000260630"	"processed_transcript"	1440	59.66
"ENSG00000260633"	"lincRNA"	1946	43.94
"ENSG00000242915"	"pseudogene"	106	42.45
"ENSG00000227898"	"antisense"	429	62.94
"ENSG00000260639"	"pseudogene"	338	43.79
"ENSG00000266261"	"antisense"	571	48.16
"ENSG00000164822"	"protein_coding"	469	48.83
"ENSG00000266262"	"miRNA"	73	58.90
"ENSG00000069493"	"protein_coding"	797	40.35
"ENSG00000134202"	"protein_coding"	2062	48.57
"ENSG00000265287"	"antisense"	742	42.05
"ENSG00000265286"	"miRNA"	78	58.97
"ENSG00000265285"	"miRNA"	67	58.21
"ENSG00000265284"	"miRNA"	58	44.83
"ENSG00000265282"	"lincRNA"	552	50.36
"ENSG00000265281"	"miRNA"	104	46.15
"ENSG00000265280"	"miRNA"	77	57.14
"ENSG00000105865"	"protein_coding"	1362	42.06
"ENSG00000105866"	"protein_coding"	2771	45.61
"ENSG00000131037"	"protein_coding"	2381	66.31
"ENSG00000130726"	"protein_coding"	2836	64.03
"ENSG00000135596"	"protein_coding"	2676	59.73
"ENSG00000134207"	"protein_coding"	2349	54.40
"ENSG00000221324"	"miRNA"	85	36.47
"ENSG00000226113"	"lincRNA"	425	42.35
"ENSG00000221326"	"miRNA"	88	36.36
"ENSG00000219773"	"pseudogene"	874	51.49
"ENSG00000226116"	"pseudogene"	854	36.18
"ENSG00000221321"	"miRNA"	146	27.40
"ENSG00000226114"	"pseudogene"	361	47.09
"ENSG00000221323"	"miRNA"	91	57.14
"ENSG00000226118"	"pseudogene"	220	37.73
"ENSG00000226119"	"pseudogene"	412	39.56
"ENSG00000221328"	"miRNA"	94	29.79
"ENSG00000238563"	"snoRNA"	89	43.82
"ENSG00000139793"	"protein_coding"	3182	39.47
"ENSG00000187601"	"protein_coding"	1461	48.05
"ENSG00000187607"	"protein_coding"	1232	47.48
"ENSG00000139797"	"protein_coding"	1376	55.96
"ENSG00000187605"	"protein_coding"	3088	60.25
"ENSG00000135625"	"protein_coding"	2372	66.10
"ENSG00000135624"	"protein_coding"	1030	51.08
"ENSG00000187608"	"protein_coding"	711	64.70
"ENSG00000187609"	"protein_coding"	1599	65.06
"ENSG00000180658"	"protein_coding"	1116	48.75
"ENSG00000147140"	"protein_coding"	1290	49.31
"ENSG00000135622"	"protein_coding"	1601	59.83
"ENSG00000188403"	"pseudogene"	362	55.59
"ENSG00000188404"	"protein_coding"	973	43.86
"ENSG00000182518"	"protein_coding"	972	42.82
"ENSG00000188408"	"protein_coding"	969	43.03
"ENSG00000259798"	"antisense"	483	38.92
"ENSG00000259799"	"antisense"	536	59.88
"ENSG00000115661"	"protein_coding"	1324	55.21
"ENSG00000169800"	"protein_coding"	1805	43.44
"ENSG00000259793"	"antisense"	2285	51.60
"ENSG00000259790"	"pseudogene"	1017	44.29
"ENSG00000259791"	"lincRNA"	554	33.21
"ENSG00000259796"	"sense_overlapping"	1676	32.10
"ENSG00000259797"	"sense_intronic"	428	47.66
"ENSG00000169807"	"protein_coding"	1011	49.63
"ENSG00000105289"	"protein_coding"	2984	63.34
"ENSG00000235142"	"lincRNA"	689	44.69
"ENSG00000180389"	"protein_coding"	385	40.26
"ENSG00000180386"	"protein_coding"	1039	51.40
"ENSG00000105287"	"protein_coding"	3460	61.79
"ENSG00000180383"	"protein_coding"	393	50.38
"ENSG00000048462"	"protein_coding"	724	43.47
"ENSG00000242429"	"pseudogene"	524	52.10
"ENSG00000238566"	"snoRNA"	96	38.54
"ENSG00000118322"	"protein_coding"	1991	46.81
"ENSG00000197847"	"pseudogene"	1853	59.68
"ENSG00000161921"	"protein_coding"	1316	56.59
"ENSG00000213598"	"pseudogene"	260	41.01
"ENSG00000213599"	"processed_transcript"	2316	59.08
"ENSG00000213594"	"pseudogene"	1001	50.85
"ENSG00000213592"	"pseudogene"	487	48.25
"ENSG00000213593"	"protein_coding"	1007	49.00
"ENSG00000213590"	"pseudogene"	1322	44.70
"ENSG00000227241"	"pseudogene"	117	53.85
"ENSG00000105137"	"protein_coding"	3254	64.97
"ENSG00000227243"	"pseudogene"	338	48.82
"ENSG00000105135"	"protein_coding"	1524	62.43
"ENSG00000105132"	"processed_transcript"	3798	43.99
"ENSG00000250167"	"antisense"	554	54.26
"ENSG00000250164"	"lincRNA"	435	50.80
"ENSG00000250165"	"lincRNA"	355	36.90
"ENSG00000227249"	"pseudogene"	1745	40.46
"ENSG00000227248"	"sense_intronic"	819	43.22
"ENSG00000250169"	"pseudogene"	1079	40.50
"ENSG00000251458"	"lincRNA"	354	46.05
"ENSG00000161920"	"protein_coding"	762	53.97
"ENSG00000251455"	"antisense"	2565	46.86
"ENSG00000235978"	"protein_coding"	383	46.66
"ENSG00000235979"	"lincRNA"	490	46.79
"ENSG00000251454"	"lincRNA"	422	38.86
"ENSG00000235974"	"pseudogene"	1052	60.65
"ENSG00000235975"	"pseudogene"	718	45.68
"ENSG00000235976"	"pseudogene"	389	43.96
"ENSG00000146232"	"protein_coding"	1334	61.06
"ENSG00000146233"	"protein_coding"	840	39.00
"ENSG00000226397"	"protein_coding"	1141	44.84
"ENSG00000088387"	"protein_coding"	2214	49.30
"ENSG00000242578"	"lincRNA"	664	44.58
"ENSG00000164403"	"protein_coding"	1891	65.35
"ENSG00000148053"	"protein_coding"	5653	46.45
"ENSG00000242574"	"protein_coding"	1729	49.60
"ENSG00000242575"	"pseudogene"	1281	48.48
"ENSG00000148057"	"protein_coding"	1002	49.35
"ENSG00000164405"	"protein_coding"	582	52.51
"ENSG00000164404"	"protein_coding"	1441	47.68
"ENSG00000260345"	"processed_transcript"	298	66.44
"ENSG00000226392"	"pseudogene"	189	37.04
"ENSG00000251025"	"pseudogene"	564	40.60
"ENSG00000251452"	"pseudogene"	448	57.81
"ENSG00000232040"	"protein_coding"	1608	44.87
"ENSG00000100505"	"protein_coding"	2344	50.00
"ENSG00000223899"	"pseudogene"	948	51.37
"ENSG00000223890"	"pseudogene"	200	56.50
"ENSG00000223891"	"lincRNA"	1295	48.96
"ENSG00000223893"	"pseudogene"	2190	40.68
"ENSG00000223896"	"pseudogene"	1144	43.71
"ENSG00000223897"	"pseudogene"	137	50.36
"ENSG00000204480"	"protein_coding"	2123	48.70
"ENSG00000251933"	"miRNA"	75	45.33
"ENSG00000251930"	"snoRNA"	122	33.61
"ENSG00000241123"	"protein_coding"	1150	65.91
"ENSG00000260347"	"pseudogene"	1612	56.20
"ENSG00000251934"	"snRNA"	104	34.62
"ENSG00000265919"	"miRNA"	76	43.42
"ENSG00000265918"	"misc_RNA"	297	53.87
"ENSG00000265917"	"miRNA"	62	45.16
"ENSG00000074800"	"protein_coding"	1052	54.70
"ENSG00000074803"	"protein_coding"	3087	42.60
"ENSG00000090382"	"protein_coding"	919	41.14
"ENSG00000212643"	"protein_coding"	1479	47.26
"ENSG00000265910"	"miRNA"	101	55.45
"ENSG00000260398"	"sense_overlapping"	3754	36.07
"ENSG00000260399"	"pseudogene"	682	46.19
"ENSG00000260392"	"sense_overlapping"	1036	38.54
"ENSG00000260393"	"lincRNA"	286	45.10
"ENSG00000260390"	"lincRNA"	2084	38.44
"ENSG00000260391"	"sense_overlapping"	2534	35.56
"ENSG00000260396"	"lincRNA"	1437	42.80
"ENSG00000260394"	"antisense"	975	65.76
"ENSG00000260395"	"pseudogene"	934	44.43
"ENSG00000218027"	"pseudogene"	1592	45.04
"ENSG00000238441"	"snRNA"	62	37.10
"ENSG00000217030"	"pseudogene"	423	46.10
"ENSG00000218020"	"pseudogene"	2275	36.62
"ENSG00000196663"	"protein_coding"	2307	57.31
"ENSG00000218029"	"pseudogene"	271	51.29
"ENSG00000216136"	"miRNA"	96	32.29
"ENSG00000216347"	"pseudogene"	664	46.23
"ENSG00000151458"	"protein_coding"	6503	41.43
"ENSG00000238440"	"snoRNA"	104	40.38
"ENSG00000228229"	"antisense"	378	49.21
"ENSG00000223238"	"rRNA"	99	50.51
"ENSG00000228222"	"lincRNA"	462	50.43
"ENSG00000228223"	"lincRNA"	4732	42.37
"ENSG00000228221"	"lincRNA"	527	44.37
"ENSG00000228226"	"lincRNA"	427	45.43
"ENSG00000223231"	"miRNA"	94	31.91
"ENSG00000228224"	"pseudogene"	1098	46.22
"ENSG00000228225"	"pseudogene"	1219	42.08
"ENSG00000117984"	"protein_coding"	1241	63.36
"ENSG00000103855"	"protein_coding"	1280	62.41
"ENSG00000103852"	"protein_coding"	1705	47.32
"ENSG00000117983"	"protein_coding"	6868	65.71
"ENSG00000125319"	"protein_coding"	2556	57.23
"ENSG00000196549"	"protein_coding"	1616	41.47
"ENSG00000196542"	"protein_coding"	1554	44.34
"ENSG00000196547"	"protein_coding"	1480	58.64
"ENSG00000196544"	"protein_coding"	1913	65.71
"ENSG00000150732"	"pseudogene"	207	40.10
"ENSG00000252199"	"snoRNA"	95	48.42
"ENSG00000252198"	"misc_RNA"	149	53.02
"ENSG00000239475"	"pseudogene"	956	45.32
"ENSG00000239474"	"protein_coding"	1171	40.74
"ENSG00000239471"	"misc_RNA"	295	51.19
"ENSG00000239470"	"pseudogene"	520	43.90
"ENSG00000239473"	"pseudogene"	739	41.81
"ENSG00000239472"	"misc_RNA"	285	50.18
"ENSG00000151287"	"protein_coding"	1026	37.07
"ENSG00000140307"	"protein_coding"	702	45.39
"ENSG00000260401"	"sense_overlapping"	3361	54.78
"ENSG00000265520"	"miRNA"	80	37.50
"ENSG00000236489"	"pseudogene"	299	45.15
"ENSG00000124593"	"protein_coding"	1753	62.11
"ENSG00000013374"	"protein_coding"	1571	45.57
"ENSG00000013375"	"protein_coding"	1318	43.35
"ENSG00000124596"	"protein_coding"	1090	46.55
"ENSG00000211693"	"TR_V_gene"	463	41.25
"ENSG00000211692"	"TR_J_gene"	60	41.67
"ENSG00000211691"	"TR_J_gene"	61	42.62
"ENSG00000211690"	"TR_J_gene"	50	36.00
"ENSG00000211697"	"TR_V_gene"	552	50.72
"ENSG00000211696"	"TR_V_gene"	468	48.72
"ENSG00000211695"	"TR_V_gene"	1735	49.34
"ENSG00000211694"	"TR_V_gene"	512	45.31
"ENSG00000211699"	"TR_V_gene"	537	50.65
"ENSG00000211698"	"TR_V_gene"	688	53.63
"ENSG00000229579"	"protein_coding"	1593	52.35
"ENSG00000229578"	"lincRNA"	708	42.66
"ENSG00000229571"	"protein_coding"	1476	48.37
"ENSG00000229570"	"pseudogene"	1003	48.45
"ENSG00000229572"	"pseudogene"	1780	46.24
"ENSG00000229577"	"lincRNA"	159	35.85
"ENSG00000229576"	"antisense"	170	48.82
"ENSG00000156886"	"protein_coding"	1916	56.73
"ENSG00000213272"	"pseudogene"	797	51.57
"ENSG00000261111"	"pseudogene"	373	45.04
"ENSG00000156885"	"protein_coding"	577	63.00
"ENSG00000261117"	"lincRNA"	813	50.68
"ENSG00000261116"	"sense_overlapping"	1933	32.90
"ENSG00000261115"	"protein_coding"	5516	53.35
"ENSG00000261114"	"sense_intronic"	699	38.63
"ENSG00000213279"	"sense_intronic"	2379	55.07
"ENSG00000261118"	"processed_transcript"	638	49.69
"ENSG00000106628"	"protein_coding"	815	58.55
"ENSG00000250984"	"pseudogene"	331	51.06
"ENSG00000250986"	"lincRNA"	4525	56.97
"ENSG00000250980"	"pseudogene"	769	39.40
"ENSG00000211528"	"miRNA"	72	63.89
"ENSG00000250982"	"pseudogene"	976	54.51
"ENSG00000250983"	"pseudogene"	202	53.96
"ENSG00000211525"	"miRNA"	69	47.83
"ENSG00000211524"	"miRNA"	70	85.71
"ENSG00000211526"	"miRNA"	94	55.32
"ENSG00000250988"	"processed_transcript"	668	46.21
"ENSG00000250989"	"pseudogene"	343	53.64
"ENSG00000232325"	"lincRNA"	759	57.58
"ENSG00000185792"	"protein_coding"	3484	45.09
"ENSG00000253171"	"antisense"	647	50.70
"ENSG00000254324"	"sense_intronic"	90	52.22
"ENSG00000027001"	"protein_coding"	1044	46.65
